iter	Logloss
148	0.5333063691
149	0.5323277655
150	0.531535938
151	0.5309562868
152	0.5299753599
153	0.529423689
154	0.5284971844
155	0.5277584776
156	0.5268083234
157	0.5261388615
158	0.5255757803
159	0.5248136818
160	0.5243073256
161	0.5235546012
162	0.5228572087
163	0.5223330393
164	0.5217517827
165	0.5209588628
166	0.520475167
167	0.5198224067
168	0.5191198955
169	0.5183111643
170	0.5176714
171	0.5167276835
172	0.515965984
173	0.5152720276
174	0.5148733691
175	0.5142672885
176	0.5134990941
177	0.5129708961
178	0.5121183353
179	0.5116125536
180	0.5111563968
181	0.5105369653
182	0.5098411921
183	0.5091194944
184	0.5083896544
185	0.5076729477
186	0.5068796785
187	0.5062720614
188	0.5055492509
189	0.504976942
190	0.5041968346
191	0.5035733184
192	0.5031092817
193	0.50214666
194	0.501314565
195	0.5007734178
196	0.4998909948
197	0.4992742607
198	0.4987299245
199	0.4979319402
200	0.4972511477
201	0.4967723822
202	0.4962283541
203	0.4956278224
204	0.495202658
205	0.4944148601
206	0.4939682475
207	0.4933606675
208	0.4927169493
209	0.4921981418
210	0.4913516795
211	0.4906335822
212	0.4900666649
213	0.4895962653
214	0.4890277066
215	0.4883932179
216	0.4878906789
217	0.4869561496
218	0.4863233562
219	0.4856962058
220	0.4852203673
221	0.4849083698
222	0.4842118845
223	0.4835025829
224	0.4829523967
225	0.4825072567
226	0.4818286782
227	0.4812297405
228	0.4805914403
229	0.4799840498
230	0.4793529441
231	0.478876106
232	0.4780865297
233	0.4775965503
234	0.4770969832
235	0.4763706704
236	0.4754952468
237	0.4747447804
238	0.4741798696
239	0.473634564
240	0.4730824289
241	0.4724869359
242	0.4719499697
243	0.4712735551
244	0.4707754402
245	0.4703010197
246	0.4697701829
247	0.4693658588
248	0.4686907878
249	0.4681695596
250	0.4675572441
251	0.4670768169
252	0.4661975876
253	0.4656837829
254	0.4651030695
255	0.46427693
256	0.4637125539
257	0.4629259897
258	0.4623253473
259	0.4616432787
260	0.4609450024
261	0.4603606407
262	0.4596032212
263	0.459195565
264	0.4585340585
265	0.4580172234
266	0.457236914
267	0.4567487161
268	0.4561338829
269	0.455775617
270	0.4551217918
271	0.4547217127
272	0.4542404912
273	0.4536485247
274	0.4529700379
275	0.4525380694
276	0.4518255809
277	0.4511396248
278	0.450583453
279	0.4500214333
280	0.4494008831
281	0.4490289338
282	0.448525773
283	0.4476909366
284	0.4473389595
285	0.4469139855
286	0.4464433519
287	0.445951081
288	0.445478231
289	0.44491463
290	0.4442993777
291	0.443783532
292	0.4431188084
293	0.4426320256
294	0.4421488893
295	0.4416759921
296	0.441197097
297	0.4408267881
298	0.4401012777
299	0.4393987377
300	0.4385790128
301	0.4379600572
302	0.4374313458
303	0.4370181343
304	0.4365941478
305	0.4361503143
306	0.4355613097
307	0.4348638627
308	0.4343414667
309	0.4338356528
310	0.4333121002
311	0.4328346352
312	0.4322770561
313	0.431924618
314	0.4313202273
315	0.4307636091
316	0.4301595512
317	0.4295732171
318	0.4291014211
319	0.4284545385
320	0.4280150258
321	0.4275760162
322	0.4270990279
323	0.4265170758
324	0.426083697
325	0.4253936608
326	0.4247670819
327	0.4242050803
328	0.4238889762
329	0.4232903734
330	0.4225463363
331	0.4219845299
332	0.421595924
333	0.4209733339
334	0.4204806717
335	0.4199357878
336	0.4194252331
337	0.4186842845
338	0.4180942
339	0.4177209622
340	0.4172201909
341	0.4163565381
342	0.4159922273
343	0.4155059911
344	0.4149353689
345	0.4146329621
346	0.4141260251
347	0.4135032924
348	0.4130427272
349	0.4124710125
350	0.4120055878
351	0.4115603502
352	0.4108496993
353	0.4103033396
354	0.4098828984
355	0.4091959511
356	0.4088368326
357	0.4082410567
358	0.4076716117
359	0.4072161887
360	0.4067151307
361	0.4060429067
362	0.4055901536
363	0.4052033313
364	0.4046279498
365	0.4039962374
366	0.4036868567
367	0.4033083597
368	0.4027415567
369	0.4023162448
370	0.401673017
371	0.4009989363
372	0.4005424079
373	0.40007336
374	0.3996414694
375	0.399151529
376	0.398729246
377	0.3981101419
378	0.3975623831
379	0.3971852513
380	0.3967924718
381	0.3963117446
382	0.3958830563
383	0.3952598174
384	0.3946657868
385	0.3940198803
386	0.3935858401
387	0.39324162
388	0.3928530496
389	0.3925842626
390	0.3921920756
391	0.3916201263
392	0.3912831791
393	0.3908612317
394	0.3905053729
395	0.3900047804
396	0.3895044625
397	0.3890458875
398	0.3887205567
399	0.3883407361
400	0.3879340215
401	0.3876048753
402	0.387155635
403	0.3867429619
404	0.386157122
405	0.3856538216
406	0.3851562761
407	0.384720171
408	0.3841116942
409	0.383674443
410	0.383112488
411	0.3826872185
412	0.382283233
413	0.3820412642
414	0.3816928872
415	0.3812494544
416	0.380702896
417	0.3803849572
418	0.3799220669
419	0.3795206961
420	0.3790635283
421	0.3785171332
422	0.3780062943
423	0.3776404965
424	0.3769855995
425	0.3765126454
426	0.3761254839
427	0.3756682799
428	0.3751524004
429	0.374783691
430	0.3742733163
431	0.3737417689
432	0.373233388
433	0.3727718114
434	0.3722844177
435	0.3716685051
436	0.3711016189
437	0.3706166671
438	0.3700506779
439	0.3697413776
440	0.3693068191
441	0.3688093985
442	0.3683650675
443	0.3679308379
444	0.3675983384
445	0.3672176265
446	0.3669026628
447	0.3665638549
448	0.3659910771
449	0.36551474
450	0.3650599184
451	0.364607548
452	0.3641744116
453	0.3638340635
454	0.3633707219
455	0.3630055123
456	0.3626218186
457	0.3621133646
458	0.3616014139
459	0.3611861799
460	0.360646313
461	0.3602664797
462	0.3598614638
463	0.3595154829
464	0.3590424142
465	0.35847436
466	0.3580937534
467	0.357557545
468	0.3571242809
469	0.3566674212
470	0.356296173
471	0.3558126669
472	0.3554839095
473	0.3549857613
474	0.3545090542
475	0.3539105004
476	0.3534925469
477	0.3531282078
478	0.3526354009
479	0.3523208015
480	0.3518545333
481	0.3511622106
482	0.3506597269
483	0.3501696957
484	0.3497310483
485	0.3493203826
486	0.3488321133
487	0.348430137
488	0.3480078914
489	0.3474904338
490	0.3471508578
491	0.3468199605
492	0.3464867504
493	0.3460133335
494	0.3455518886
495	0.3453103269
496	0.3449812045
497	0.3444870815
498	0.3441054847
499	0.3436512145
500	0.3432551329
501	0.3428892545
502	0.3424032981
503	0.3420220529
504	0.3414993161
505	0.3411781327
506	0.3409569641
507	0.3405383726
508	0.340027642
509	0.3395169058
510	0.339017354
511	0.3386811346
512	0.3384582895
513	0.3381449377
514	0.337627037
515	0.3372196993
516	0.3369586421
517	0.3365150852
518	0.3361289478
519	0.3357573788
520	0.335434889
521	0.3349237647
522	0.3343916531
523	0.333824962
524	0.3335318094
525	0.3330584931
526	0.3327145245
527	0.3322800094
528	0.3319034441
529	0.3316160121
530	0.3312735175
531	0.330986905
532	0.3305427965
533	0.3300603707
534	0.3296383105
535	0.3292655885
536	0.328886516
537	0.3283130416
538	0.3279060465
539	0.3275325985
540	0.3271898638
541	0.326801744
542	0.3263831877
543	0.3260726387
544	0.3257992833
545	0.325405152
546	0.3250285936
547	0.3247654835
548	0.3243009063
549	0.3238182899
550	0.3235493399
551	0.3232715474
552	0.3229694063
553	0.3226404664
554	0.3222642798
555	0.3218944341
556	0.3214754539
557	0.3210982853
558	0.3207709307
559	0.3202516669
560	0.3199698998
561	0.3195258753
562	0.31924915
563	0.3188593208
564	0.3184200479
565	0.3179834311
566	0.3175547544
567	0.3171590234
568	0.316811616
569	0.316494932
570	0.3161527236
571	0.3157716474
572	0.3153765693
573	0.3150961375
574	0.3147510947
575	0.314483534
576	0.3141641644
577	0.3139079823
578	0.3135194622
579	0.3131760178
580	0.3129400722
581	0.312547377
582	0.3122295517
583	0.31191817
584	0.3114155953
585	0.3109813251
586	0.3104965213
587	0.3101807211
588	0.3098546055
589	0.3094686255
590	0.3090842721
591	0.308804258
592	0.3084088703
593	0.3081851967
594	0.3078301592
595	0.3075036067
596	0.3071033363
597	0.3067111617
598	0.3065107534
599	0.306174628
600	0.3058140318
601	0.3055643663
602	0.3052026759
603	0.3047707306
604	0.3044618339
605	0.3041495736
606	0.3039524293
607	0.3036341559
608	0.303096859
609	0.302874056
610	0.302594845
611	0.3024053475
612	0.3021195363
613	0.3017239515
614	0.3012921577
615	0.3009588277
616	0.3005731606
617	0.3003071011
618	0.2998651188
619	0.2996172868
620	0.2993703496
621	0.2989582301
622	0.2984749567
623	0.2981828896
624	0.2978201385
625	0.2975992269
626	0.2972034051
627	0.296934729
628	0.2964213733
629	0.296073108
630	0.295662022
631	0.2950977972
632	0.2947905106
633	0.2943285026
634	0.2938456621
635	0.293426202
636	0.293019105
637	0.2928199585
638	0.2924400632
639	0.2921048895
640	0.2917588424
641	0.2913536048
642	0.2910188128
643	0.2904964671
644	0.2901456384
645	0.289689696
646	0.2893095293
647	0.289047522
648	0.288771225
649	0.2885219303
650	0.2880647976
651	0.287772419
652	0.2875001398
653	0.2871860476
654	0.2867581271
655	0.2863944258
656	0.286037294
657	0.2857912463
658	0.285530367
659	0.2851066524
660	0.2846338503
661	0.2841740368
662	0.2837917944
663	0.2835276078
664	0.2833007399
665	0.2829201886
666	0.2826633424
667	0.2822451944
668	0.2819803911
669	0.2816595296
670	0.281418065
671	0.2810691556
672	0.2806208847
673	0.2803399224
674	0.2799846032
675	0.2796928527
676	0.2792041081
677	0.2788984761
678	0.2786176491
679	0.2781831489
680	0.2778731908
681	0.2774359019
682	0.2770808918
683	0.2767431535
684	0.2764785264
685	0.2761616147
686	0.2758709635
687	0.2755109681
688	0.2750080837
689	0.2747454653
690	0.2744295015
691	0.2739889859
692	0.2736797466
693	0.2733275189
694	0.2730171258
695	0.272729894
696	0.2724693942
697	0.2721437806
698	0.2718496627
699	0.2715563945
700	0.2712037562
701	0.2707938058
702	0.2705931448
703	0.2702039293
704	0.2697348319
705	0.2693685538
706	0.2691229689
707	0.268857794
708	0.2684944051
709	0.2679624969
710	0.2676642728
711	0.2671985699
712	0.2668284983
713	0.2664582709
714	0.2660286997
715	0.2657344981
716	0.2652545685
717	0.2649084866
718	0.2646219578
719	0.2643571139
720	0.2639393413
721	0.2637046952
722	0.263465365
723	0.2631964166
724	0.2628295388
725	0.2622953699
726	0.2619776425
727	0.2616012479
728	0.2613470256
729	0.2610914661
730	0.2607189313
731	0.260389608
732	0.2602521282
733	0.2598629793
734	0.2594372949
735	0.2591715456
736	0.2587732288
737	0.2585502842
738	0.2582641454
739	0.257927633
740	0.2576378918
741	0.2572929548
742	0.2569588263
743	0.2566384281
744	0.2562330262
745	0.2558459847
746	0.255476616
747	0.2551392738
748	0.2548425588
749	0.2546164732
750	0.2543900547
751	0.2542049388
752	0.2538519342
753	0.2535853145
754	0.2533527826
755	0.2530062648
756	0.2527548973
757	0.2525624315
758	0.2523830225
759	0.2519345588
760	0.2515891709
761	0.2512540532
762	0.2507894328
763	0.2503470334
764	0.2500724882
765	0.2495922793
766	0.2493899752
767	0.2491326785
768	0.2489053722
769	0.2485622572
770	0.2482318942
771	0.2480103395
772	0.247678487
773	0.2474024877
774	0.2471579967
775	0.2468190655
776	0.246652001
777	0.2463059884
778	0.2459171147
779	0.2457715255
780	0.2455625808
781	0.2453191215
782	0.2449650239
783	0.2445766634
784	0.2441999415
785	0.2438701607
786	0.2435499733
787	0.2433029254
788	0.2430069086
789	0.2427768336
790	0.2424215554
791	0.2421491459
792	0.2417003741
793	0.2413815695
794	0.2411497459
795	0.2408119351
796	0.2405083699
797	0.2402394678
798	0.2398536502
799	0.2395533764
800	0.2392732004
801	0.2389860931
802	0.2387831544
803	0.2385810343
804	0.2382975786
805	0.2379958454
806	0.237746477
807	0.2374579819
808	0.2370973934
809	0.2367901772
810	0.2364701653
811	0.236222704
812	0.2358954807
813	0.2356792647
814	0.2352740183
815	0.2350179583
816	0.2346046457
817	0.2343524964
818	0.2340562402
819	0.2338132678
820	0.2335943943
821	0.233426828
822	0.2330348231
823	0.2326134997
824	0.2323739584
825	0.2321653847
826	0.231974562
827	0.2317102755
828	0.2313597012
829	0.2310756604
830	0.2307629931
831	0.2305325345
832	0.2302967491
833	0.2298681827
834	0.2295586919
835	0.2292174172
836	0.2289832106
837	0.2287121563
838	0.2285045018
839	0.2282065769
840	0.2280470447
841	0.2278606667
842	0.2275081486
843	0.2272666649
844	0.2270305124
845	0.2266790168
846	0.2263911367
847	0.2261661402
848	0.2259393106
849	0.2255720952
850	0.2253219759
851	0.2249969798
852	0.2246956433
853	0.2244045584
854	0.2240253714
855	0.2236926061
856	0.2232505667
857	0.2229832114
858	0.2226303283
859	0.2224310483
860	0.2222374859
861	0.22200958
862	0.2217176739
863	0.2215502928
864	0.2212945874
865	0.2210588085
866	0.2207864097
867	0.2205798925
868	0.2203550148
869	0.2200882574
870	0.2199123432
871	0.2196739087
872	0.2194268439
873	0.2190293971
874	0.2186850658
875	0.2184767356
876	0.2181131004
877	0.217873698
878	0.217486469
879	0.2171618224
880	0.216794467
881	0.216523263
882	0.2163161456
883	0.2160877475
884	0.215790269
885	0.2155308433
886	0.2151756199
887	0.2148936685
888	0.2146407492
889	0.2143229387
890	0.2140875728
891	0.2136690941
892	0.2134220429
893	0.213027711
894	0.2127143996
895	0.2123762056
896	0.2121201944
897	0.2118697676
898	0.2114352164
899	0.2111599714
900	0.2108343886
901	0.2104276698
902	0.2101213414
903	0.2098683192
904	0.2095498208
905	0.2092116698
906	0.2088061367
907	0.2085308347
908	0.20828895
909	0.2079767527
910	0.2076732452
911	0.2074403387
912	0.207119688
913	0.2068790826
914	0.2065519148
915	0.2061617412
916	0.2057956048
917	0.2055319778
918	0.2052373779
919	0.2048211417
920	0.204525342
921	0.2043004158
922	0.2040799929
923	0.2037419488
924	0.2034549069
925	0.2030895472
926	0.2028046222
927	0.2024876602
928	0.2021710182
929	0.2018677749
930	0.2016688653
931	0.2013254977
932	0.2010765363
933	0.2007951703
934	0.2004305684
935	0.2000832539
936	0.1998803504
937	0.1995932645
938	0.1992413515
939	0.1990145295
940	0.1986887251
941	0.1984155751
942	0.19813847
943	0.1978846166
944	0.197617557
945	0.1973440709
946	0.1971211706
947	0.1967802567
948	0.1964684349
949	0.1962682518
950	0.1960470139
951	0.1957317105
952	0.1955209781
953	0.1952441993
954	0.1948952329
955	0.1946765538
956	0.1944468848
957	0.1941693872
958	0.1938132231
959	0.1935473283
960	0.1932800277
961	0.1929623629
962	0.1927237171
963	0.1924276614
964	0.1921869529
965	0.191828255
966	0.1914601159
967	0.1911748863
968	0.1908392202
969	0.1905540098
970	0.1903126116
971	0.1900711765
972	0.1897835815
973	0.1894252513
974	0.1891720911
975	0.1888616189
976	0.1885861084
977	0.1883261752
978	0.1879920378
979	0.1877604779
980	0.1874930615
981	0.1872680315
982	0.1870099435
983	0.1867985242
984	0.1865189881
985	0.1862103139
986	0.1859114423
987	0.1856583337
988	0.185364111
989	0.1850356302
990	0.1847018184
991	0.1844637908
992	0.1841970579
993	0.1839922992
994	0.1836570884
995	0.1834298846
996	0.1831783926
997	0.18282959
998	0.1826602005
999	0.1824052828
